id_,first_name,last_name,gender,country,phone,designation,ship_or_harbour_id,year_of_joining,qualification
514290,Robert,Swanson,Male,Nigeria,511.230.1979x3359,Pilot,78013,2023,Industrial Safety Degree (for safety management in maritime environments)
513007,William,Mills,Male,Mayotte,278-707-3176,Second Mate,79097,1987,Maritime Studies Degree
548318,Adam,Clark,Male,Costa Rica,793.803.0072,Marine Mechanic,78115,1993,International Business Degree (useful for port management and operations)
519724,Christopher,Moore,Male,Mozambique,001-851-246-2681,First Mate,77878,2017,Mechanical Engineering Degree (for engineering roles aboard ships)
543207,Steven,Thomas,Male,Dominica,001-732-896-6852x6009,Captain,78048,1980,Communication or Public Relations Degree (useful for roles involving public relations or communications within port authorities)
537819,Justin,Sims,Male,Slovakia (Slovak Republic),(411)965-7076x069,First Mate,78097,1977,Marine Engineering Degree
514212,Eric,Castro,Male,Austria,400-499-3158,Tugboat Operator,78948,2011,Port Management Degree
526226,Jason,Jenkins,Male,Tuvalu,001-251-939-0259x6100,Tugboat Operator,79409,1994,Marine Engineering Degree
533306,Steven,Newman,Male,Ireland,001-995-997-4443x97816,Chief Cook,79313,1992,Maritime Law Degree
542954,Matthew,Singh,Male,American Samoa,503.534.2422,Helmsman,78585,1996,Naval Architecture Degree
514030,Daniel,Butler,Male,Yemen,+1-335-757-6328x56312,Port Captain,78194,1976,Environmental Science Degree (for roles related to pollution control and prevention)
525207,Douglas,Frey,Male,Wallis and Futuna,2919433062,Deck Officer,78943,2009,Maritime Transportation Management Degree
511309,Adam,Adams,Male,Israel,(595)206-0408,Chief Steward,77482,1990,Industrial Safety Degree (for safety management in maritime environments)
548012,Benjamin,Hughes,Male,Cambodia,308-645-5760x0989,Chief Cook,78013,1984,Communication or Public Relations Degree (useful for roles involving public relations or communications within port authorities)
537776,Timothy,Huffman,Male,Burundi,+1-318-360-2990,Marine Electrician,79858,1992,Port Management Degree
540751,Ryan,Rice,Male,Romania,3884192317,First Mate,79976,2010,Naval Architecture Degree
509248,Kevin,Blake,Male,Anguilla,519-845-9127x587,Marine Electrician,78696,2003,Maritime Transportation Management Degree
525387,Jonathan,Lopez,Male,Afghanistan,8339647064,Third Mate,77976,1989,Naval Architecture Degree
514238,Jackson,Swanson,Male,Malaysia,360-396-3057,Port Captain,79526,1974,Mechanical Engineering Degree (for engineering roles aboard ships)
530346,George,Hernandez,Male,Georgia,(840)546-3731,First Mate,78113,1998,International Business Degree (useful for port management and operations)
513268,Damon,Terry,Male,Gibraltar,(748)971-8574x199,Chief Steward,77879,1999,Port Management Degree
544826,Cory,Ellis,Male,Tuvalu,324-229-7516x07294,Boatswain,77123,2000,Environmental Science Degree (for roles related to pollution control and prevention)
501497,Jason,Anderson,Male,Saint Pierre and Miquelon,594.853.8650x8491,Port Captain,78209,1972,Computer Science or Information Technology Degree (for roles involving maritime software development or IT support)
516666,Gregory,Robinson,Male,Peru,963.245.5213x86721,Harbor Master,78972,1979,Maritime Law Degree
526510,Bobby,Clark,Male,Serbia,241-476-9193x222,Third Mate,78300,1972,Marine Engineering Degree
518916,Michael,Castillo,Male,Mexico,506-899-4899x360,First Mate,78618,2005,Environmental Science Degree (for roles related to pollution control and prevention)
505479,John,Bauer,Male,Faroe Islands,772.872.7153x194,Tugboat Operator,79198,1995,Mechanical Engineering Degree (for engineering roles aboard ships)
516316,Aaron,Cervantes,Male,Poland,+1-467-723-2213x22475,StevedoreMarine Surveyor,77487,1987,Geography or Geospatial Sciences Degree (for roles related to navigation and charting)
527509,Jonathan,Kent,Male,Martinique,+1-458-756-8165x2387,Tugboat Operator,79209,2006,Emergency Management Degree (useful for roles involving disaster preparedness and response in maritime environments)
529333,Juan,Bradford,Male,Falkland Islands (Malvinas),(970)859-4796x55679,Cargo Supervisor,77224,1973,Geography or Geospatial Sciences Degree (for roles related to navigation and charting)
503532,Alex,Saunders,Male,Azerbaijan,412.442.8893x086,Second Mate,77068,1976,Industrial Safety Degree (for safety management in maritime environments)
524979,Thomas,Davis,Male,Sao Tome and Principe,+1-939-403-4564x34766,Second Mate,79965,1981,Maritime Studies Degree
534433,Jonathan,May,Male,Turkmenistan,893.511.1349x176,Marine Electrician,77408,1981,International Business Degree (useful for port management and operations)
545507,Ian,Davenport,Male,Kazakhstan,+1-209-497-1718x5637,Crane Operator,79186,2001,Naval Architecture Degree
542883,Frank,Oliver,Male,Malawi,(989)532-2101,Third Mate,77604,1999,Environmental Science Degree (for roles related to pollution control and prevention)
528750,George,Kidd,Male,Dominican Republic,841.219.3931x079,Harbor Master,78489,2005,Electrical Engineering Degree (for electrical systems aboard ships)
534180,Vincent,Collins,Male,Brunei Darussalam,(208)975-1439x630,Able Seaman,77495,1990,Maritime Transportation Management Degree
544385,Kevin,Lee,Male,Zambia,712-321-4207x063,Second Mate,79806,2000,Maritime Transportation Management Degree
517586,Bryan,Lewis,Male,Madagascar,499-727-9616x838,Second Engineer,78546,2012,Environmental Science Degree (for roles related to pollution control and prevention)
511307,Joshua,Matthews,Male,Palau,+1-927-972-4995x91998,Deck Officer,79805,2005,Geography or Geospatial Sciences Degree (for roles related to navigation and charting)
530910,Jeffrey,Bell,Male,Guadeloupe,+1-365-586-4008,Helmsman,78308,2016,Industrial Safety Degree (for safety management in maritime environments)
517404,James,Davis,Male,Singapore,431.306.9810x8011,Third Mate,77960,2004,Port Management Degree
532352,David,Turner,Male,Myanmar,001-954-988-4721,Marine Electrician,79612,1987,Industrial Safety Degree (for safety management in maritime environments)
524450,Benjamin,Simpson,Male,Bermuda,001-228-462-1341x6814,Quartermaster,79214,1992,Computer Science or Information Technology Degree (for roles involving maritime software development or IT support)
513206,Thomas,Duarte,Male,Honduras,+1-668-278-8572,Marine Mechanic,79703,1994,Geography or Geospatial Sciences Degree (for roles related to navigation and charting)
504137,Peter,Mason,Male,Jamaica,(360)415-1696,StevedoreMarine Surveyor,79319,1974,Computer Science or Information Technology Degree (for roles involving maritime software development or IT support)
528389,Troy,Davis,Male,Lithuania,+1-399-712-2724x187,Pilot,78201,1992,Marine Biology Degree (for roles related to environmental monitoring)
546615,Michael,Cox,Male,Belarus,(997)449-2238x345,StevedoreMarine Surveyor,79409,1992,Environmental Science Degree (for roles related to pollution control and prevention)
513312,James,Hampton,Male,Thailand,(294)537-6543x73457,Deck Officer,77675,2003,Electrical Engineering Degree (for electrical systems aboard ships)
546305,Robert,Arias,Male,Costa Rica,+1-620-288-6821x3295,First Mate,77889,1980,Computer Science or Information Technology Degree (for roles involving maritime software development or IT support)
505966,Willie,Mitchell,Male,Ukraine,319-731-3160,Tugboat Operator,77255,1987,Port Management Degree
502337,Brian,Moore,Male,Palestinian Territory,001-940-972-4906x99694,Dock Master,79783,2003,Naval Architecture Degree
500448,Daniel,Reyes,Male,Iraq,745.924.6741x1668,Second Mate,79565,2008,Communication or Public Relations Degree (useful for roles involving public relations or communications within port authorities)
500287,Brett,Weber,Male,United States of America,(717)520-0228x0744,Pilot,79430,1975,Communication or Public Relations Degree (useful for roles involving public relations or communications within port authorities)
504901,Justin,Holder,Male,Germany,(496)490-1625,Harbor Master,77626,1999,Emergency Management Degree (useful for roles involving disaster preparedness and response in maritime environments)
524456,Gabriel,Tran,Male,Poland,001-860-668-2350x903,Boatswain,78998,1991,Port Management Degree
515785,Edwin,Gregory,Male,British Virgin Islands,791-652-5328x794,Able Seaman,78394,1999,Marine Biology Degree (for roles related to environmental monitoring)
516711,Brian,Stafford,Male,Bolivia,776.269.0365x18027,Port Captain,77024,2015,Communication or Public Relations Degree (useful for roles involving public relations or communications within port authorities)
536947,Vincent,Choi,Male,Estonia,(687)516-5863x18814,Port Captain,77201,1976,Maritime Transportation Management Degree
528752,Jason,Ramos,Male,Iran,+1-937-633-0582x9245,Captain,78071,2014,Maritime Studies Degree
544477,Donald,Copeland,Male,Montserrat,(515)224-1645x843,Dock Master,78190,1999,Naval Architecture Degree
540787,Frank,Marshall,Male,Portugal,+1-554-430-0279x5736,StevedoreMarine Surveyor,78478,2008,Marine Biology Degree (for roles related to environmental monitoring)
520655,Craig,Fuller,Male,Chile,384-294-7526,Helmsman,79892,1993,Communication or Public Relations Degree (useful for roles involving public relations or communications within port authorities)
501848,Eric,Hawkins,Male,Saint Barthelemy,(896)313-0581x8653,Deck Officer,78918,2013,Environmental Science Degree (for roles related to pollution control and prevention)
524914,Carlos,Wood,Male,Guinea-Bissau,5289457968,StevedoreMarine Surveyor,79697,2005,Naval Architecture Degree
541069,Christopher,Cole,Male,Kuwait,(745)715-3925,Chief Engineer,78998,1979,Port Management Degree
504759,Christopher,Shaw,Male,Algeria,669-438-9837x6681,Able Seaman,79989,1985,Maritime Studies Degree
502456,Jamie,Mitchell,Male,Nigeria,+1-247-503-2538x2900,Pilot,77166,1999,Civil Engineering Degree (for harbor construction and maintenance)
531968,Scott,Cook,Male,Guyana,+1-358-886-3969,Third Engineer,78269,2000,Port Management Degree
501668,Alexander,Burgess,Male,Bulgaria,001-255-398-1412x499,Pilot,77267,2019,Electrical Engineering Degree (for electrical systems aboard ships)
547655,Jesse,Foster,Male,Gabon,(469)278-4250,Deck Officer,78230,2008,Port Management Degree
508504,Omar,Gallegos,Male,Tokelau,+1-958-331-3660x07231,Marine Electrician,77054,2001,Computer Science or Information Technology Degree (for roles involving maritime software development or IT support)
548909,Juan,Dixon,Male,Equatorial Guinea,001-642-981-8727x222,Marine Electrician,78108,1987,Naval Architecture Degree
521186,George,Campbell,Male,Niger,+1-507-941-2220x2288,Chief Steward,77353,1985,Computer Science or Information Technology Degree (for roles involving maritime software development or IT support)
502979,Jose,Carlson,Male,Guinea-Bissau,+1-480-539-1871x28405,Second Engineer,79350,1981,Emergency Management Degree (useful for roles involving disaster preparedness and response in maritime environments)
528081,David,Cordova,Male,Comoros,6715115298,Marine Mechanic,79278,2011,Marine Biology Degree (for roles related to environmental monitoring)
508021,Michael,Wade,Male,Malaysia,(707)600-2368x80782,Boatswain,79665,1985,Logistics and Supply Chain Management Degree
523408,Jeremy,Harmon,Male,Kazakhstan,(400)315-6091,Second Mate,78775,1981,Nautical Science Degree
520351,Sean,Davis,Male,Christmas Island,001-297-729-1321x4612,First Mate,79401,2001,Logistics and Supply Chain Management Degree
524743,Joshua,Johnson,Male,Colombia,(441)407-6028x212,Chief Steward,78377,2006,Computer Science or Information Technology Degree (for roles involving maritime software development or IT support)
504323,Lonnie,Conway,Male,Turkey,+1-487-654-2612x2069,Crane Operator,77336,1997,Emergency Management Degree (useful for roles involving disaster preparedness and response in maritime environments)
536488,Jason,Pierce,Male,Nigeria,001-846-385-3222x9166,Chief Steward,77187,2022,Civil Engineering Degree (for harbor construction and maintenance)
525865,Darius,Miller,Male,Papua New Guinea,+1-971-218-6147x2619,Marine Electrician,77685,2019,Industrial Safety Degree (for safety management in maritime environments)
530411,William,Smith,Male,Singapore,259-756-8870,Second Engineer,78269,2018,Industrial Safety Degree (for safety management in maritime environments)
506283,Nathan,Kirby,Male,Papua New Guinea,4402210432,Third Engineer,79808,1993,Electrical Engineering Degree (for electrical systems aboard ships)
547737,Frank,Stokes,Male,Niger,979-221-6007x58029,Marine Electrician,77294,1994,Electrical Engineering Degree (for electrical systems aboard ships)
539311,Lee,Sherman,Male,Senegal,+1-697-343-3271x12419,StevedoreMarine Surveyor,77143,2018,Civil Engineering Degree (for harbor construction and maintenance)
532717,Anthony,Evans,Male,Bulgaria,995.504.2128x9307,Chief Cook,78350,2024,Maritime Studies Degree
534176,Timothy,Carey,Male,American Samoa,303-374-5577,Second Engineer,77668,1988,Civil Engineering Degree (for harbor construction and maintenance)
545730,James,Parrish,Male,Kazakhstan,(920)251-3988,First Mate,78003,2011,Communication or Public Relations Degree (useful for roles involving public relations or communications within port authorities)
514009,Robert,Monroe,Male,Reunion,661-695-0206x7411,Cargo Supervisor,79278,2020,Logistics and Supply Chain Management Degree
532419,Anthony,Smith,Male,Greece,001-530-739-1185,Third Mate,78388,1996,Environmental Science Degree (for roles related to pollution control and prevention)
526517,Eric,George,Male,Saint Lucia,3508590035,Deck Officer,79237,1985,Logistics and Supply Chain Management Degree
523903,Paul,Patterson,Male,Gabon,4598155672,Harbor Master,78274,1976,Nautical Science Degree
538862,Daniel,Moore,Male,Bahamas,532.670.4135x7489,Chief Steward,79151,2010,Emergency Management Degree (useful for roles involving disaster preparedness and response in maritime environments)
515771,William,Stewart,Male,Yemen,(495)595-3687,Dock Master,79486,1997,Logistics and Supply Chain Management Degree
543921,Thomas,Robinson,Male,Pakistan,+1-962-754-5195x239,Captain,78408,2001,Electrical Engineering Degree (for electrical systems aboard ships)
544118,Bryan,Ho,Male,Ukraine,713.611.7540,Second Engineer,77252,1995,International Business Degree (useful for port management and operations)
545896,Joel,Henry,Male,Guinea-Bissau,427-342-2653,Marine Mechanic,78097,1984,Geography or Geospatial Sciences Degree (for roles related to navigation and charting)
513436,Cody,Price,Male,Saint Vincent and the Grenadines,790.744.5763,Cargo Supervisor,77545,1984,Communication or Public Relations Degree (useful for roles involving public relations or communications within port authorities)
537683,Cory,Davis,Male,Bosnia and Herzegovina,(450)690-9613,Helmsman,79201,2000,Maritime Law Degree
537935,Louis,Wood,Male,Armenia,675-961-0681x49067,Deck Officer,78062,2004,Nautical Science Degree
535013,Kyle,Fowler,Male,San Marino,(373)984-5200x4374,Second Engineer,77395,2019,International Business Degree (useful for port management and operations)
545997,Steven,Hancock,Male,Maldives,(964)323-3946x3542,Able Seaman,77626,1991,Logistics and Supply Chain Management Degree
539719,James,Thomas,Male,Aruba,570-713-9330,Third Engineer,79183,1992,Environmental Science Degree (for roles related to pollution control and prevention)
514378,Jesse,Pham,Male,Belgium,(465)983-3998,Crane Operator,78568,1975,Nautical Science Degree
523104,Mike,Bauer,Male,Cote d'Ivoire,440.214.2385x40639,Chief Cook,78998,2019,Civil Engineering Degree (for harbor construction and maintenance)
503867,Aaron,Edwards,Male,Central African Republic,436.675.7608,Chief Engineer,78685,2014,Mechanical Engineering Degree (for engineering roles aboard ships)
542417,Allen,Thomas,Male,Jamaica,343.634.3091x681,Second Mate,78586,1983,Port Management Degree
509366,Edward,Pierce,Male,Lesotho,(326)733-1785x6551,Deck Officer,79565,2023,Nautical Science Degree
536258,John,Black,Male,Myanmar,(809)820-7067,Marine Mechanic,78548,1994,Geography or Geospatial Sciences Degree (for roles related to navigation and charting)
510614,Cameron,Bailey,Male,Armenia,001-942-438-1205x577,Marine Electrician,79313,2004,Emergency Management Degree (useful for roles involving disaster preparedness and response in maritime environments)
520028,Grant,Smith,Male,Gambia,974-910-8334x66506,First Mate,77490,1982,Port Management Degree
526041,Matthew,Rice,Male,Eritrea,(368)423-5500,First Mate,79274,1979,Mechanical Engineering Degree (for engineering roles aboard ships)
522779,Andrew,Johnson,Male,Faroe Islands,458.507.3079,Cargo Supervisor,79356,1985,Communication or Public Relations Degree (useful for roles involving public relations or communications within port authorities)
505884,Jeff,Fox,Male,Italy,797-221-2118,Chief Cook,78513,2017,Nautical Science Degree
518859,Ryan,Church,Male,Trinidad and Tobago,(977)301-7723x1679,Tugboat Operator,79481,1970,Maritime Transportation Management Degree
530748,Samuel,Rodriguez,Male,Heard Island and McDonald Islands,+1-680-791-7766x7686,Boatswain,77957,2024,Mechanical Engineering Degree (for engineering roles aboard ships)
539946,Wyatt,Ortiz,Male,Guernsey,+1-358-945-2590x61727,Quartermaster,79209,2020,Environmental Science Degree (for roles related to pollution control and prevention)
522281,Richard,Anderson,Male,Gibraltar,230.216.7912,First Mate,78130,2003,Maritime Law Degree
505689,Jacob,Cooper,Male,Serbia,(584)391-5564x2187,Tugboat Operator,78287,2009,Electrical Engineering Degree (for electrical systems aboard ships)
525572,Timothy,Smith,Male,Ethiopia,593-495-1887x995,Captain,78774,1976,Nautical Science Degree
539628,Michael,Marshall,Male,Djibouti,(999)260-6162x49460,Second Mate,77986,1971,Geography or Geospatial Sciences Degree (for roles related to navigation and charting)
509483,Jeremy,Holland,Male,Andorra,+1-302-715-2736x5299,Third Mate,78388,2020,Mechanical Engineering Degree (for engineering roles aboard ships)
545855,Christopher,Robinson,Male,Portugal,622-655-1948x965,StevedoreMarine Surveyor,79803,1988,Geography or Geospatial Sciences Degree (for roles related to navigation and charting)
544904,Todd,Rodriguez,Male,Malawi,+1-626-301-1076x9964,Helmsman,79356,2015,Environmental Science Degree (for roles related to pollution control and prevention)
527175,Jason,Todd,Male,Zimbabwe,511.876.4699x36061,Second Engineer,79846,1975,Communication or Public Relations Degree (useful for roles involving public relations or communications within port authorities)
543520,Michael,Soto,Male,Oman,(229)809-9851x862,Crane Operator,77112,2019,Computer Science or Information Technology Degree (for roles involving maritime software development or IT support)
501069,Grant,Patel,Male,Ghana,+1-326-521-7207x37759,Captain,77728,2002,Emergency Management Degree (useful for roles involving disaster preparedness and response in maritime environments)
515203,Anthony,Warner,Male,North Macedonia,+1-819-565-6772x01043,First Mate,77711,1991,Electrical Engineering Degree (for electrical systems aboard ships)
507018,Brandon,Byrd,Male,French Southern Territories,322.669.9029x27203,Dock Master,77495,1984,Maritime Studies Degree
522917,Michael,Pena,Male,Estonia,001-966-706-9139x70346,Crane Operator,77187,2020,Civil Engineering Degree (for harbor construction and maintenance)
527475,Scott,Rice,Male,Peru,001-823-896-3572x53827,Quartermaster,79806,2007,Logistics and Supply Chain Management Degree
524101,Adam,Collins,Male,India,295-287-9612,Second Engineer,79187,2019,Marine Biology Degree (for roles related to environmental monitoring)
509210,William,Mack,Male,Cote d'Ivoire,+1-574-859-8752,Marine Electrician,78045,1987,Marine Biology Degree (for roles related to environmental monitoring)
528465,Thomas,Wade,Male,Gambia,958.880.5282x7472,Tugboat Operator,78685,2009,Mechanical Engineering Degree (for engineering roles aboard ships)
513131,John,Thomas,Male,Russian Federation,(623)807-0442,Third Mate,78995,2018,Naval Architecture Degree
531907,Jack,Phillips,Male,Gambia,621.941.4008x795,Deck Officer,79635,2023,Maritime Studies Degree
541741,Thomas,Cohen,Male,Greenland,(866)544-6809x8770,Second Engineer,77031,1978,Marine Biology Degree (for roles related to environmental monitoring)
523204,Christopher,Powell,Male,Cameroon,(594)672-6379x81242,Port Captain,77454,2013,Civil Engineering Degree (for harbor construction and maintenance)
539117,Thomas,Lester,Male,Switzerland,001-967-688-4715,Chief Cook,77711,1999,Port Management Degree
513528,Anthony,Mcdowell,Male,Australia,(785)324-8940x2524,Third Engineer,79278,1976,Maritime Studies Degree
519271,Robert,Pace,Male,Seychelles,+1-376-374-8345x6826,Able Seaman,79818,1972,Marine Engineering Degree
533550,Kenneth,Roberts,Male,Afghanistan,249-283-4717x6503,Chief Steward,78735,2016,Civil Engineering Degree (for harbor construction and maintenance)
529385,Joseph,Thomas,Male,Australia,001-990-447-7909,Captain,77187,1983,Environmental Science Degree (for roles related to pollution control and prevention)
529777,Robert,Pace,Male,Jamaica,001-830-213-8462x10805,Deck Officer,78394,2006,Maritime Transportation Management Degree
501108,David,West,Male,Qatar,9733986857,First Mate,79805,2010,Industrial Safety Degree (for safety management in maritime environments)
502212,Ricky,Cunningham,Male,Pakistan,457.351.4924x2151,Chief Steward,78876,2001,Port Management Degree
522953,Zachary,Ramirez,Male,Saint Martin,+1-614-556-1216x24764,Pilot,77411,1997,Emergency Management Degree (useful for roles involving disaster preparedness and response in maritime environments)
529708,Jason,Clark,Male,Myanmar,444.304.4035x1749,First Mate,79282,2010,Mechanical Engineering Degree (for engineering roles aboard ships)
526594,Erik,Hopkins,Male,Cambodia,(820)834-5369,Tugboat Operator,77703,1970,Nautical Science Degree
514651,Jose,Peterson,Male,Saudi Arabia,(408)543-7588x6175,Boatswain,79511,1980,Civil Engineering Degree (for harbor construction and maintenance)
505068,William,Brown,Male,Bangladesh,205-863-7688x6446,Captain,77143,1997,Naval Architecture Degree
531533,Jerry,Davis,Male,British Indian Ocean Territory (Chagos Archipelago),309-358-6952x4416,StevedoreMarine Surveyor,77201,1984,Communication or Public Relations Degree (useful for roles involving public relations or communications within port authorities)
507370,Adam,Walsh,Male,Swaziland,778.655.0240x2730,Marine Mechanic,79270,1991,Maritime Transportation Management Degree
514078,Jimmy,Pena,Male,Poland,(771)662-4654x766,Third Engineer,77786,1977,Maritime Transportation Management Degree
506475,Herbert,Patterson,Male,Denmark,642.761.7260,Boatswain,79282,1971,Port Management Degree
509388,Matthew,Juarez,Male,Ukraine,(795)829-9351x39933,First Mate,77068,2023,Environmental Science Degree (for roles related to pollution control and prevention)
528317,John,Wise,Male,Faroe Islands,(259)890-3429,Pilot,79509,1994,Naval Architecture Degree
543933,Adam,Johnson,Male,Paraguay,365.661.6415x447,Quartermaster,78861,1980,International Business Degree (useful for port management and operations)
545894,Kristopher,Leach,Male,Thailand,+1-800-545-1845x36323,Pilot,78173,2006,Emergency Management Degree (useful for roles involving disaster preparedness and response in maritime environments)
509655,Jason,Davis,Male,Jordan,001-809-557-6256,Tugboat Operator,79509,1991,Naval Architecture Degree
538236,Robert,Warren,Male,Turks and Caicos Islands,6427283951,Deck Officer,79735,1988,Logistics and Supply Chain Management Degree
527142,William,Wright,Male,Mauritius,(200)691-6825,Crane Operator,77711,2017,Mechanical Engineering Degree (for engineering roles aboard ships)
514681,Kevin,Holmes,Male,Tajikistan,760.491.3110,Dock Master,79989,2013,Electrical Engineering Degree (for electrical systems aboard ships)
531922,Don,Robbins,Male,Sweden,001-305-403-4443x6598,First Mate,78370,2010,Maritime Law Degree
521939,Douglas,Long,Male,Burundi,+1-694-280-5932,Cargo Supervisor,77728,1993,Emergency Management Degree (useful for roles involving disaster preparedness and response in maritime environments)
536980,Gregory,Scott,Male,Romania,(292)379-9170,Chief Steward,78489,1992,Mechanical Engineering Degree (for engineering roles aboard ships)
502778,Andre,Patterson,Male,Anguilla,693-462-5856x1712,Third Engineer,79693,2008,Maritime Law Degree
538433,Zachary,Rivas,Male,Kazakhstan,6672048630,Marine Electrician,77411,1971,Maritime Transportation Management Degree
545038,Donald,Vega,Male,Bahrain,436-707-0622x51919,Boatswain,78948,1973,Mechanical Engineering Degree (for engineering roles aboard ships)
542995,Edward,Thomas,Male,Norfolk Island,670-832-2750,Port Captain,77629,2002,Mechanical Engineering Degree (for engineering roles aboard ships)
501256,Kevin,Carter,Male,Mauritania,+1-676-721-0917x494,Marine Electrician,78379,2014,Marine Biology Degree (for roles related to environmental monitoring)
503719,Michael,Brennan,Male,Comoros,832.249.6642,Second Engineer,78658,2013,Computer Science or Information Technology Degree (for roles involving maritime software development or IT support)
539781,John,Schneider,Male,Nepal,401-864-6239,Marine Mechanic,77324,2008,Geography or Geospatial Sciences Degree (for roles related to navigation and charting)
519383,Tim,Velazquez,Male,Jersey,(732)962-0319x687,Boatswain,79952,1986,Emergency Management Degree (useful for roles involving disaster preparedness and response in maritime environments)
507313,Timothy,Webster,Male,Saint Pierre and Miquelon,753.229.0212x0146,Chief Engineer,77666,2006,Marine Biology Degree (for roles related to environmental monitoring)
541819,Gary,Anderson,Male,France,+1-932-972-6058x7652,Harbor Master,78468,1971,Communication or Public Relations Degree (useful for roles involving public relations or communications within port authorities)
511788,Adam,Davis,Male,Syrian Arab Republic,5813332618,Boatswain,78242,2017,Environmental Science Degree (for roles related to pollution control and prevention)
528794,Andrew,Robinson,Male,Uruguay,001-540-472-6106x1999,Pilot,77548,2016,Maritime Law Degree
508665,Nicholas,Nelson,Male,Myanmar,+1-251-743-2870x14224,First Mate,79313,2012,Communication or Public Relations Degree (useful for roles involving public relations or communications within port authorities)
526052,David,Barker,Male,Netherlands,(600)494-9685x783,Pilot,78658,1984,Naval Architecture Degree
505696,Michael,Rodriguez,Male,Moldova,+1-698-624-8713x439,Pilot,78972,1987,Industrial Safety Degree (for safety management in maritime environments)
535057,David,Walsh,Male,Puerto Rico,001-724-257-1307x7937,Marine Electrician,79774,2018,Nautical Science Degree
520186,David,Mccormick,Male,Mozambique,(469)464-9056x521,Marine Mechanic,77604,2011,Electrical Engineering Degree (for electrical systems aboard ships)
547558,Michael,Case,Male,Lebanon,559.937.2827,Marine Mechanic,78115,2021,International Business Degree (useful for port management and operations)
504728,Jeffrey,Chen,Male,Mexico,780.725.7737x879,Tugboat Operator,77166,1982,Computer Science or Information Technology Degree (for roles involving maritime software development or IT support)
539167,Justin,Alvarez,Male,Faroe Islands,265.568.2896,Cargo Supervisor,78168,1996,Geography or Geospatial Sciences Degree (for roles related to navigation and charting)
501890,Darrell,Cunningham,Male,Djibouti,3937729367,Marine Electrician,78097,1982,Maritime Studies Degree
500723,Todd,Sanchez,Male,Tunisia,612-732-7809x25207,Marine Mechanic,78684,2007,Marine Engineering Degree
521946,William,Christian,Male,Iceland,001-397-373-3664,StevedoreMarine Surveyor,77267,2021,Mechanical Engineering Degree (for engineering roles aboard ships)
516031,Alexander,Jackson,Male,Christmas Island,+1-689-508-5738x4448,Boatswain,78960,1987,Maritime Transportation Management Degree
520393,Rodney,Turner,Male,Sao Tome and Principe,(671)945-2470,Chief Engineer,78213,1984,Communication or Public Relations Degree (useful for roles involving public relations or communications within port authorities)
520475,Samuel,Calhoun,Male,Seychelles,(391)771-2894,Marine Mechanic,79138,2004,Emergency Management Degree (useful for roles involving disaster preparedness and response in maritime environments)
508183,Todd,Baker,Male,Kiribati,(344)578-7868,First Mate,78661,1981,Industrial Safety Degree (for safety management in maritime environments)
523010,John,Bradley,Male,Italy,689-487-9793x1896,StevedoreMarine Surveyor,79923,1992,Maritime Law Degree
530461,Tyler,Herrera,Male,Israel,(577)645-3459x13862,Port Captain,77695,1996,International Business Degree (useful for port management and operations)
524201,Andrew,Bautista,Male,Zimbabwe,243.928.1901x00407,First Mate,79522,1992,Maritime Studies Degree
523557,Michael,Hall,Male,Indonesia,811.335.3480,Dock Master,77044,1987,Computer Science or Information Technology Degree (for roles involving maritime software development or IT support)
534262,Thomas,Gonzalez,Male,Papua New Guinea,515.219.8576,Captain,78274,1985,Naval Architecture Degree
526973,Richard,Hall,Male,San Marino,698.356.3141,Crane Operator,79735,1993,Civil Engineering Degree (for harbor construction and maintenance)
504256,Manuel,Smith,Male,Malaysia,+1-359-484-6697x0206,Chief Steward,78108,1989,Emergency Management Degree (useful for roles involving disaster preparedness and response in maritime environments)
516858,Jeremy,Golden,Male,Panama,295-846-1255x66201,Chief Cook,79976,1991,Emergency Management Degree (useful for roles involving disaster preparedness and response in maritime environments)
502586,Timothy,Smith,Male,Taiwan,854.385.7104,Marine Electrician,78204,1979,Maritime Transportation Management Degree
511030,Zachary,Ramirez,Male,Micronesia,(891)756-5732,Pilot,77267,1976,Emergency Management Degree (useful for roles involving disaster preparedness and response in maritime environments)
538805,Michael,Webster,Male,Slovenia,001-236-907-7311x085,Third Engineer,78370,1984,Marine Biology Degree (for roles related to environmental monitoring)
534941,Brian,Trevino,Male,Suriname,482-942-4718,StevedoreMarine Surveyor,78775,1979,Naval Architecture Degree
515522,James,West,Male,Mauritius,(655)907-0173x99170,Harbor Master,78201,2000,Geography or Geospatial Sciences Degree (for roles related to navigation and charting)
525287,Andrew,Larsen,Male,North Macedonia,+1-534-429-2482,Boatswain,77620,1994,Naval Architecture Degree
526934,David,Newman,Male,Slovakia (Slovak Republic),(866)817-9573x0211,Marine Mechanic,77278,1994,Marine Engineering Degree
542095,Cody,Ayers,Male,Latvia,+1-301-469-5804x078,Marine Electrician,78735,1985,Electrical Engineering Degree (for electrical systems aboard ships)
530255,Christopher,Jones,Male,Guyana,(572)689-7356,Quartermaster,79093,1982,Mechanical Engineering Degree (for engineering roles aboard ships)
526389,James,Hernandez,Male,Peru,(988)422-7167x8737,Second Engineer,77685,1998,Computer Science or Information Technology Degree (for roles involving maritime software development or IT support)
544883,Seth,Thomas,Male,Sierra Leone,(498)464-6689,Able Seaman,78166,1976,Emergency Management Degree (useful for roles involving disaster preparedness and response in maritime environments)
